Clmp,Matn2,Cpe,Gcg,Gdnf,Yes1,Il17a,Foxo1,Tnfrsf11b,Tgfb1,Pla2g4a,Il6,Prdx5,Tgfa,Ccl5,Epo,Axin1,Fst,Rgma,Nadk,Tnni3,Notch3,Snap29,Cntn1,Clstn2,S100a4,Ca13,Mia,Cant1,Kitlg,Gfra1,Ppp1r2,Adam23,Itgb6,Cyr61,Dlk1,Ahr,Ccl2,Eno2,Plin1,Wfikkn2,Flrt2,Qdpr,Fas,Erbb4,Riox2,Plxna4,Epcam,Ccl3,Crim1,Vsig2,Hgf,Sez6l2,Il1a,Il23r,Dll1,Ddah1,Il10,Tnfrsf12a,Acvrl1,Lgmn,Csf2,Cxcl9,Map2k6,Itgb1bp2,Il17f,Il1b,Casp3,Apbb1ip,Wisp1,Cdh6,Pdgfb,Igsf3,Tgfbr3,Cxcl1,Pak4,Cntn4,Ghrl,Lpl,Fstl3,Dctn2,Il5,Eda2r,Ntf3,Tnfsf12,Ccl20,Fli1,Tpp1,Tnr,Vegfd,Parp1,Tnf
5.33782,4.95549,6.27444,1.96939,1.03382,1.63908,1.285,2.32741,7.01155,2.43896,6.23755,1.14599,2.60539,6.39754,0.65079,3.82075,4.85284,9.84963,2.56067,6.82093,2.29833,4.37848,6.56073,5.64035,3.0175,5.03094,3.29327,3.87058,0.46749,0.83756,4.47245,3.85559,1.36441,3.91427,5.89379,3.23682,1.85825,9.67111,5.65943,5.58442,6.98895,2.99665,5.4085,4.44744,4.30527,4.37821,2.76919,2.98097,3.96621,2.79447,2.96453,5.12849,4.5577,6.86753,5.41211,3.35454,1.23864,4.28305,4.04122,4.73855,6.05518,1.19401,6.11484,7.3958,0.97183,1.06973,1.99968,9.02098,3.90836,4.4535,3.03916,7.5227,4.00432,3.88959,10.09696,1.6467,5.51327,5.15028,2.16283,5.77711,1.23361,1.17249,7.39571,2.65862,4.75831,8.62285,2.28621,7.66,4.61862,3.24063,5.51897,0.13377
5.83857,5.00591,6.3016,0.88549,1.2457,1.94497,3.46312,2.64625,7.23782,2.12869,6.87818,1.26869,2.88478,5.82977,1.34213,6.06021,5.00471,10.63395,2.59923,8.1252,2.16021,4.59807,6.70524,5.00182,2.72643,5.41964,3.52717,3.36039,0.95824,1.1269,5.65117,3.77972,2.1709,6.63304,6.80465,2.92641,2.888,10.13411,6.06588,5.16209,5.4962,3.29292,5.72904,4.14346,4.24131,5.62654,3.89492,2.7587,3.94979,3.0387,4.53374,5.15471,4.52385,7.6243,6.41025,3.93598,2.3428,3.15763,4.81007,4.64702,6.18659,1.07501,6.99477,7.43423,1.66474,2.5389,2.92556,8.90314,4.30165,4.72094,3.75635,7.5738,4.66496,3.34724,10.04258,0.47101,5.41018,4.6608,2.49255,6.03476,1.67165,0.18415,7.78839,3.02312,6.81562,8.77846,4.26626,7.92948,5.13859,3.79853,7.22867,0.09458
5.66395,4.17267,5.06419,0.89099,1.07046,2.38325,3.34602,2.59401,6.03336,2.31687,6.51579,1.7456,2.88654,5.68259,1.24205,2.76437,4.49487,8.58614,2.57164,5.53686,1.34367,4.86312,6.41725,5.53106,2.44623,5.34483,3.84813,2.95827,0.23131,0.61966,3.09768,3.74253,0.789,6.29431,6.19867,2.89585,2.73803,9.58295,5.58984,5.67444,5.0387,3.58685,5.66872,3.54665,4.53811,5.60573,3.48724,2.52914,3.30326,2.42438,3.36522,5.40905,4.40562,7.33978,6.53659,3.00703,2.68124,1.60851,2.75294,4.58081,5.79465,0.99964,5.48331,8.31178,2.61125,1.85672,2.153,9.34823,4.26793,4.09518,2.76809,8.60031,3.98987,2.98414,9.99895,1.09854,5.67326,4.0389,2.52013,5.54366,1.49539,0.99582,6.47651,2.57,6.45622,8.34721,2.07833,7.0088,5.06284,4.16829,8.37387,NA
5.66994,2.69593,5.62768,NA,0.7663,1.69545,NA,1.07059,5.39598,1.61339,3.25655,0.91877,2.05444,4.72796,0.41009,3.39398,0.77443,9.15608,1.58309,0.6706,0.68269,4.80201,0.9854,5.47539,2.62399,7.61188,3.80083,2.52063,0.23883,0.02192,4.40012,0.32109,NA,7.0065,5.14184,2.44685,2.62859,8.89365,6.08393,0.832,5.22833,3.15226,5.49335,3.76508,4.8522,1.34536,2.71307,3.11737,3.33387,2.68886,3.47075,6.40295,3.80498,8.02115,5.12942,2.88969,1.82184,0.24606,3.51701,4.43857,5.32859,1.00141,4.11561,5.93626,1.10863,NA,2.66388,9.42544,4.98332,3.71923,0.54332,10.77779,3.76736,0.81926,8.87051,0.36903,5.48238,1.35483,2.11477,5.61347,2.32943,1.96478,6.42188,2.43952,6.72814,8.45658,0.84707,7.47703,6.37081,4.29287,1.29988,0.10919
5.97649,3.48555,5.72166,1.00721,1.24121,2.42338,2.88492,2.11544,5.57671,2.39944,4.55526,1.63926,3.63752,6.19084,1.74224,3.69669,2.49285,8.81391,2.74311,2.50227,2.09195,4.54595,5.23773,5.2805,2.57645,6.22699,4.04607,3.00027,0.85969,0.97143,5.86276,1.8519,0.45704,6.97624,5.70333,3.1219,2.98627,9.71826,5.65735,3.89319,5.14576,3.51529,5.51502,4.5336,4.78813,5.41515,3.92055,2.90505,3.67915,3.36796,4.3176,6.25106,4.37853,7.51172,6.09331,3.51907,3.61039,1.7199,3.94444,4.64824,5.66138,1.60903,5.30135,7.96335,2.45579,1.33747,2.75698,9.03624,4.29535,4.09514,3.15451,10.13731,4.21722,1.67132,10.0481,1.40964,5.15646,4.05458,2.16485,5.29578,2.20213,1.77572,6.99063,2.68733,6.92172,8.04891,1.99429,7.64362,4.55619,4.38729,8.52306,NA
7.00735,4.95885,6.44983,0.76413,1.07061,2.02357,2.71514,2.05724,6.98774,2.46588,5.74148,1.02034,3.93425,6.2938,0.8256,5.9757,3.2718,8.87921,2.75638,5.1629,0.53064,4.48781,4.73711,5.42531,4.51859,6.00284,2.91823,2.72563,0.69032,2.86595,6.18936,2.83337,1.12877,7.19224,5.78947,2.54104,1.72336,9.09532,6.00224,3.3919,5.71299,3.93868,4.87623,5.07044,4.3622,4.33595,5.58607,2.84663,3.81229,2.46444,4.0318,5.50318,4.94146,6.67371,6.45239,3.39987,1.97253,1.25962,3.67914,4.41358,5.86414,0.55647,5.17737,6.72598,0.77569,2.34639,1.94764,7.94357,2.74174,4.47408,3.23163,5.60385,4.31336,3.57512,8.52651,1.20986,5.68801,4.50001,2.14159,5.96817,2.13641,0.40184,6.87539,2.63572,7.11038,8.08348,1.35999,7.66085,3.70501,4.3765,7.32329,NA
6.27778,5.59099,7.27489,2.44021,1.58351,2.74135,2.84711,3.22987,6.68647,3.50949,6.57522,1.44928,2.78175,5.77686,1.01221,3.6582,5.42668,8.79704,2.89346,8.24035,7.10597,5.36947,8.34135,6.23025,3.4414,5.65984,3.86282,4.3193,0.63335,0.85031,3.78944,4.79162,0.94807,2.79161,7.86183,2.69712,2.77536,10.60097,5.3787,6.48338,5.48822,3.79631,6.02876,3.89582,5.45379,5.3591,2.41566,3.18286,4.26852,2.56378,4.23205,6.69741,6.13146,7.43168,6.45094,3.08205,2.15826,0.75185,3.03223,5.08518,5.83892,1.05915,4.83807,8.17136,3.14312,1.40361,2.1037,9.58715,4.18312,4.48921,3.47199,9.78499,4.52923,3.99066,10.2895,1.74121,6.43415,5.46499,2.73152,5.41338,2.56764,1.92788,6.7107,2.61747,5.4109,8.89117,3.76011,7.29659,4.98649,4.02023,5.75683,NA
6.35835,7.32356,7.22634,4.02257,1.61222,1.56508,3.08578,2.91099,8.49069,3.28257,6.85361,3.87086,3.40734,5.88865,2.00614,5.30206,5.41334,8.65984,2.79664,9.1762,5.52628,4.84634,8.2939,5.4539,3.36144,5.14946,3.42713,4.75713,1.01732,1.12877,5.42372,4.69841,1.94632,3.58853,7.00586,3.44647,2.57085,11.82395,6.53416,6.91767,6.42065,3.36745,5.63044,4.81447,5.6333,5.46782,2.22849,3.31832,4.53663,2.59363,3.91478,6.216,4.97331,6.66738,5.99844,4.03284,1.61148,2.18044,4.60574,5.03236,6.60628,3.40794,8.52046,7.56532,3.23798,1.78621,3.12144,8.77217,4.26719,5.10432,3.59546,6.58867,4.68487,4.05128,9.62408,1.76139,4.44627,5.85264,2.32754,6.80757,2.41022,2.11848,7.42673,2.8735,5.78103,9.24556,5.4731,7.92875,5.64847,4.44488,6.29387,0.71763
6.18752,4.53337,5.62687,0.56371,3.18569,2.20896,1.92222,2.46158,7.08118,2.67699,5.25994,1.25603,2.342,6.27392,1.32553,5.36968,4.48969,9.50708,2.70469,6.25847,0.91205,4.98327,5.3145,5.54128,4.75204,5.61098,3.33951,3.02391,0.87245,0.7986,4.628,4.06933,0.85591,6.58822,6.35604,3.4244,2.22531,10.68085,6.51179,5.83105,5.36945,3.45048,5.26577,3.85727,6.04527,5.32333,1.82544,2.73367,3.6918,2.55383,5.1315,6.12029,5.62338,7.8341,5.65048,3.45705,2.04791,1.11543,3.56112,4.90261,5.86583,1.39242,5.17887,7.92196,2.58684,1.64547,1.80555,8.75029,3.33433,4.29768,4.18077,9.96156,4.40679,3.63193,10.07995,1.31911,6.0373,4.73482,2.03881,5.97173,2.35541,0.92785,6.64883,2.99588,7.21526,7.66405,1.64842,6.75284,5.58947,3.51385,6.34541,NA
6.34824,4.48073,5.40737,0.41599,1.14141,2.44641,4.16012,2.45504,6.31739,2.12764,5.8347,1.80289,3.75048,5.80277,0.84086,2.61657,4.18864,8.56642,2.53305,5.32862,1.30215,4.88442,5.87485,5.57513,2.63328,6.07619,4.21578,3.18598,0.36852,0.86868,3.80838,4.01028,0.68309,7.31989,6.31863,3.09014,2.61628,9.58979,6.3123,7.40664,5.4352,3.57721,5.92858,3.81591,4.71942,5.09679,1.98083,2.85927,3.33261,2.29798,4.83567,4.89976,4.56093,6.77413,6.1577,3.17914,3.16598,1.78943,3.39353,4.82326,5.77229,1.13663,5.67671,8.00073,2.12092,3.25827,2.66179,9.4215699999999991,4.66623,3.986,2.94907,6.26642,4.16559,3.69135,10.53199,0.46134,5.68684,4.74907,3.14293,5.56056,1.91153,1.44534,6.88463,2.5842,7.07962,8.59355,1.81863,7.53595,5.34652,4.13868,6.22004,NA
5.85348,4.25492,6.10458,0.38036,1.08681,2.63913,2.81086,1.99085,6.31319,1.91298,4.51579,1.32099,3.83272,5.76774,0.84884,2.8575,2.27689,8.61952,2.59004,2.37399,NA,4.66417,5.13676,5.01469,2.22669,6.17165,4.14617,2.98287,0.38809,NA,6.04229,2.028,0.37878,8.44519,5.66992,3.26712,2.67196,9.26078,5.53493,4.46433,5.22093,3.19823,5.85541,4.1341,4.69489,5.20005,2.0202,3.16728,3.2763,2.69443,4.81792,4.84883,4.15168,8.56951,6.04044,3.35698,4.08664,1.31439,3.86699,4.49967,5.80162,1.37201,5.4952,7.75336,1.79217,2.14774,2.95247,9.50239,4.79184,4.0273,3.17363,5.66933,3.94659,2.13329,10.57774,0.96611,5.01272,4.20591,2.82778,5.59143,2.43407,0.49746,7.08742,2.88594,8.07135,8.26339,2.01641,8.04105,4.069,4.1859,7.16314,NA
6.0766,4.88618,5.77191,0.73961,1.85785,3.22202,5.22032,2.7702,6.80797,2.35881,6.99155,2.28069,4.76373,6.35928,1.39571,5.15111,5.00605,9.19548,2.6061,5.39905,1.03256,4.81735,6.20349,5.33566,2.79283,5.84276,4.94124,2.89454,0.72632,2.38726,5.59423,4.26505,0.72496,7.85567,6.46493,4.46996,2.98251,9.7988,6.54796,6.03446,5.59682,3.50233,6.54871,4.45724,4.86099,5.93361,3.7152,2.80108,3.72471,3.04037,4.51953,5.65615,4.82174,8.04625,5.81714,3.23877,4.44929,1.82762,4.01468,5.10479,6.13464,1.4396,5.5695,8.18465,2.60492,3.64784,3.37793,9.82422,5.64331,4.09752,3.81232,7.82641,4.39818,3.36789,11.16887,0.89917,4.91808,4.57582,4.04443,5.69139,2.9746,1.59371,7.26683,2.82041,7.23373,8.18523,2.88853,7.78189,6.28171,4.23538,6.60089,0.01619
5.95274,5.03679,6.48645,0.69906,1.21229,2.45117,3.40968,2.5293,6.90489,2.11922,6.22206,1.48069,3.13172,6.19969,1.2107,4.89258,4.27124,8.8619,2.71929,6.29888,2.74337,5.06697,5.75722,5.63505,2.89583,6.30739,4.02917,3.62964,0.73492,0.81325,4.3631,3.93577,0.83081,5.35318,7.52659,3.05672,3.17223,9.46271,6.04668,6.25507,5.29098,3.60814,5.43665,3.99151,4.84519,5.79611,3.11466,3.03074,5.63199,4.66833,4.53305,5.46529,4.63293,7.95885,5.95452,3.11897,3.76116,1.76037,3.87803,4.68322,6.18323,1.51181,7.00064,7.93486,1.9586,1.7083,2.5658,9.06653,4.16633,4.1904,3.75892,8.21924,4.16318,3.4859,10.20894,0.57405,5.57893,4.56079,2.68913,5.98668,1.87529,0.86514,6.59816,2.75344,5.12393,9.36545,2.58644,8.1691,5.31869,3.9465,7.08176,0.20478
6.21377,4.50835,5.6275,0.5173,0.90644,1.50724,2.51915,1.64885,6.02518,2.02747,4.93397,1.22614,2.30122,5.22186,1.089,3.01099,2.39043,7.97991,2.78161,2.65103,1.13339,5.00726,4.64065,5.74394,3.00428,5.96723,3.1441,2.8047,NA,0.2963,4.02325,1.90818,0.09545,6.46908,6.13248,3.22524,1.85085,9.00577,4.72326,5.31138,5.35746,3.7132,5.1273,3.70001,5.18064,3.9195,3.60572,2.82554,2.75809,2.39498,4.33011,4.94029,4.53538,6.31102,6.42542,3.20852,4.11985,1.41704,2.74855,4.63437,5.55881,1.06263,4.91348,6.86044,1.43333,1.31969,2.30232,8.58559,3.80397,4.22327,3.22314,7.25597,4.10474,2.89771,9.51831,0.16282,5.78311,4.11181,1.98785,5.53567,1.57861,1.03451,6.66611,2.69534,6.71922,8.21624,1.24928,7.57592,4.37255,4.75429,5.26779,NA
6.15147,2.59562,5.11482,0.3558,1.04877,1.29955,1.63928,1.16739,4.93405,1.45399,2.62001,1.48464,2.27386,4.68945,0.47114,2.7541,1.213,7.29272,1.84468,1.04487,1.22166,5.01425,0.7379,5.52157,2.36052,7.53094,3.57918,3.03188,0.1373,0.03651,3.95263,0.75213,NA,7.63861,5.25691,2.98725,2.42779,7.82744,5.62729,2.23067,5.62723,3.54152,4.98561,3.6562,4.85943,0.33867,2.40212,2.78171,2.79079,2.03673,2.18827,5.03205,4.28135,7.70955,5.76829,3.01731,1.34259,0.77413,2.71107,4.50384,5.10227,1.30565,3.17366,5.8443,1.00248,0.80312,2.92112,9.06143,3.70625,3.32859,0.21146,9.21932,3.94781,1.03721,8.07329,0.30423,5.67546,1.81709,1.68176,5.31227,2.3149,NA,6.2984,2.51835,8.08204,7.79021,1.66529,7.3771,5.68913,4.8114,1.7877,NA
5.98574,4.94724,5.68516,2.19187,1.04211,2.22409,3.03701,2.80193,6.25551,3.29021,7.3251,1.60749,3.07774,6.18009,1.11313,8.58016,6.79415,8.61041,2.88033,6.95598,1.96478,4.34806,7.35128,5.60253,3.2328,5.4132,4.80057,3.69911,0.46413,1.71261,4.43541,4.67888,2.0243,5.02272,5.9964,5.02604,2.67805,10.90985,5.7161,7.23441,6.6284,3.61077,5.82464,4.77843,3.90689,5.30694,2.53978,2.5787,4.11225,2.88996,3.23999,5.98656,5.58008,7.02846,6.05551,4.56409,2.44724,2.49286,3.61058,5.31428,6.26685,2.26833,6.35491,8.1688,2.56642,1.42015,2.38207,9.92798,5.36414,4.71857,3.05728,9.25933,4.43101,4.23872,10.12382,2.75067,4.93572,4.60365,3.16199,6.14965,3.24933,0.57938,7.15843,2.34592,5.39735,8.49065,1.81422,7.48236,4.78783,4.18529,6.07673,0.2021
6.29508,6.04897,7.59682,2.83126,1.45996,2.95402,2.56673,3.88603,6.56514,3.35769,6.85675,1.6454,3.56699,5.96607,1.4306,3.18676,6.54241,9.0433,3.03411,8.82962,6.40279,4.91104,8.81013,6.19382,3.6415,5.38913,4.82645,4.79376,0.90834,1.93654,4.36787,5.22871,2.18653,3.46152,7.01694,2.94227,2.97594,12.0538,5.79671,7.99188,6.28345,4.31011,6.52203,4.55872,4.40552,6.05263,1.87735,3.27178,4.95011,2.33758,3.46125,6.39684,4.72688,8.93349,6.87921,4.04042,2.22846,2.43947,3.53671,5.11153,6.4142,1.19261,6.78936,8.38,3.19362,1.98291,2.37764,9.91072,5.35728,4.90155,3.47738,10.2918,4.60904,4.22844,9.80737,2.40086,5.89647,4.48963,3.02395,6.04083,2.92879,2.10224,6.99262,2.50878,5.54766,8.45351,4.36031,7.30433,4.52727,3.96626,6.92431,0.22883
6.24474,5.46866,6.59382,1.75841,0.93399,2.44299,1.844,3.39153,6.30238,3.08407,6.51678,1.68914,2.97859,5.89195,2.68262,4.4305,5.31468,8.13038,2.94041,8.33747,3.88476,4.81646,7.72444,5.69509,3.38958,5.5938,4.19722,3.63173,0.85112,0.72545,3.96361,4.43329,1.75489,4.15131,5.84558,2.98125,2.6857,12.10079,5.77032,6.77596,5.54116,3.9532,5.65039,4.79098,3.67002,5.45254,1.08466,2.62538,5.9737,2.54367,3.45616,5.58613,4.29135,8.43988,6.82066,4.7428,1.6689,4.38487,3.46731,5.32114,6.76409,1.36621,10.45309,8.14234,2.89742,1.1816,2.28059,9.12244,4.39311,4.70958,3.39079,9.35276,4.48816,4.27222,8.9609,1.74418,6.35308,4.42857,2.82133,6.29596,2.32025,1.76442,6.82273,2.46223,5.8742,7.56413,3.39273,7.35593,3.97585,4.07372,5.90662,1.13233
5.897,5.09779,5.56269,1.40179,1.4073,2.47067,1.56391,3.29295,5.66797,2.57014,6.70672,1.36358,2.829,5.98348,0.78525,3.06392,5.59713,8.65532,3.29457,7.31418,2.97918,4.50165,7.13563,6.24673,2.85826,4.89699,4.40729,3.64685,0.21079,1.21367,3.26307,4.43143,1.12565,4.24553,5.86492,3.04681,2.7541,9.68077,5.64745,8.19983,6.20506,3.72299,5.89186,3.96326,4.27251,5.56468,2.45189,2.74477,3.56702,2.5089,3.56735,4.36513,4.42461,7.76822,6.46879,3.64867,1.91244,1.90122,3.00284,4.7092,5.96114,1.08589,6.07042,8.25984,2.94043,0.94896,2.36563,9.48755,4.63756,4.50726,3.10236,5.27713,4.28802,4.07193,8.80722,2.1284,5.61879,3.85144,2.99182,5.84046,2.00396,2.02992,6.78347,2.14223,5.11341,8.19098,1.9866,7.14254,4.73843,3.90834,7.00955,NA
6.03874,5.55729,7.29454,2.46903,1.27419,1.97262,2.53646,3.10703,7.07063,3.05846,5.87194,1.33722,2.0364,6.08844,1.39087,3.81274,4.68227,9.3577,2.98698,7.72224,4.0655,4.46595,7.38739,5.70352,3.58466,4.77382,3.6753,4.10619,1.03422,0.79434,5.03621,4.2565,2.17151,3.22325,6.81144,3.11487,2.36577,11.20169,5.98422,7.24934,6.12613,3.48822,5.61703,4.47633,3.98208,4.31262,1.87344,2.74368,4.51793,1.76534,3.88394,5.08719,4.20599,8.79074,6.93051,3.94727,1.46885,2.23716,4.41823,5.18536,6.28806,0.67605,6.86339,7.76792,2.26308,1.51852,1.83997,8.63451,3.24817,4.66269,3.46644,6.98359,4.09637,3.95348,10.0562,1.48279,5.47774,5.01811,2.38806,5.90743,1.50938,2.47145,7.49133,2.92395,4.85995,7.37298,2.32949,7.30292,4.92877,3.5835,5.4107,NA
5.99064,5.07133,6.91493,1.72629,0.84145,2.79871,0.99633,3.59439,6.27504,3.28098,6.70821,1.39704,2.83207,5.86519,1.13734,3.86464,5.31719,8.85428,3.00642,8.41417,5.60009,4.6258,8.1251,6.16403,3.07567,5.69514,4.46569,3.9099,0.87806,0.55631,5.33668,4.91975,1.94439,2.78531,7.17331,3.78201,3.41795,10.63463,6.1915,7.31743,5.61815,3.94921,5.90322,4.85509,4.37494,5.68719,2.04643,3.02138,4.42717,2.48502,3.58516,6.46197,5.01027,9.44606,6.52274,3.98159,1.6892,2.43344,3.59832,5.3205,6.35414,0.67562,6.27102,8.20951,2.8385,1.08538,2.01102,9.27681,4.37246,4.84497,3.45928,9.90042,4.31315,4.27671,9.84414,1.92904,5.83885,5.00727,2.94914,5.84336,2.19342,1.30723,6.92847,2.48162,5.26962,7.16661,4.56366,7.41252,4.883,3.87864,6.51476,0.3397
6.20722,3.07825,5.92797,0.52142,1.48017,3.60975,1.06772,1.98102,5.44691,2.63679,4.34124,4.06684,6.39438,6.11685,0.85047,3.59244,1.47276,8.37283,3.1797,1.09276,1.08003,4.35773,3.8468,5.72533,2.29207,7.17111,4.84963,3.28051,0.52347,0.2785,5.40406,0.87169,NA,6.48496,5.09385,3.26853,3.7559,10.51868,6.1516,4.68496,5.57392,4.72157,6.16663,5.36353,4.53518,5.49207,2.03911,3.0623,5.59942,2.90302,3.31431,6.04302,3.85176,8.88302,6.10741,3.90517,4.47049,2.61646,3.94118,5.53486,5.85982,1.28387,5.76404,7.77472,1.38077,1.3535,5.4935600000000004,10.05363,5.73846,4.62536,2.61439,9.98137,4.31267,1.49857,12.2137,0.82671,5.53288,2.25919,1.28707,5.44493,3.86756,1.3569,7.49466,2.44875,6.50898,7.29724,0.8573,7.4175,4.73926,4.82038,5.1868,0.0692
6.08955,5.12032,6.74602,3.49284,0.85954,2.41902,3.35345,3.06329,6.31688,3.6014,6.37877,1.94268,3.97522,5.6658,3.52739,3.51283,5.30872,8.87591,2.64377,8.3384,4.65271,4.59618,7.97557,5.46611,2.70608,5.20483,3.8378,3.93437,1.28042,1.3241,6.38344,4.3198,2.19876,3.34989,6.36245,3.46267,2.39156,11.04547,5.24266,7.37399,6.01188,3.21099,5.96746,5.60955,3.95695,5.15196,2.65075,3.25091,6.04979,2.79163,4.24069,5.20398,4.19269,8.08485,7.2546,4.6897,1.37866,4.62362,4.94728,5.16481,6.39088,0.66892,11.7121,7.57897,2.20601,1.66891,2.88149,9.18969,4.46183,4.38949,3.4624,6.73496,4.30744,3.80104,10.56668,1.32448,5.66847,5.61468,3.03386,5.93217,2.31526,1.08159,7.86013,2.83814,4.99082,7.77036,4.61362,7.46668,3.53703,3.64611,7.18509,2.63262
6.26819,4.77665,5.59273,0.76799,1.82313,3.16524,3.78322,2.65333,6.17137,3.1683500000000002,7.12302,2.56791,5.25491,6.41624,1.75209,3.44095,4.58061,8.6407,2.79035,6.31197,1.59384,4.84078,6.5029,5.57072,2.73281,6.52771,4.49047,2.89256,1.03938,1.24354,5.89539,3.81532,1.63927,5.85707,5.08504,3.57857,3.0017,11.20999,5.28655,7.39209,5.88261,3.85828,5.78468,5.5176,4.39303,5.59778,2.49952,2.89545,6.24438,3.70022,3.78682,7.63634,4.40419,8.50238,7.56873,4.89113,4.17411,3.78112,4.23819,5.3844900000000004,6.43463,1.596,8.18747,8.44815,2.95186,2.92796,3.36318,9.86132,4.95987,4.86547,3.55187,10.95895,4.68551,3.71447,10.85904,0.71852,6.02823,3.46563,3.34393,6.09123,2.69305,1.43029,7.46983,2.39586,6.11929,9.34236,1.9547,7.39383,3.9549,4.0878,6.47133,0.82959
6.02996,3.49797,5.42515,0.6686,0.72374,3.12052,3.74895,2.49076,5.80044,2.18736,5.08168,1.68809,4.67379,5.88163,0.72349,1.80473,3.52071,8.06307,2.88117,3.18564,1.10361,4.30697,5.75081,5.88165,2.09587,6.6531,4.38131,3.67398,0.12247,0.37389,3.90725,2.40196,0.4486,6.00351,4.91988,5.71684,2.70517,10.21345,6.71977,5.58635,5.74695,4.14179,5.87508,4.65369,4.08922,5.54048,1.92709,2.67367,4.07499,2.51924,2.47804,5.98855,4.3649,8.09739,6.26464,3.46649,4.76328,1.711,3.76408,4.99703,5.71911,1.36167,5.84816,8.57814,2.33368,1.13037,3.57295,9.40173,4.71419,4.49664,2.57039,9.33831,3.89882,2.46795,9.43745,1.07327,4.84423,4.06989,3.34753,5.56809,2.54435,0.70043,7.35189,1.89802,5.95176,7.98144,1.78724,7.66911,6.69363,4.46307,7.54722,NA
5.79181,5.17556,7.03644,2.27821,1.26772,2.81852,1.37498,3.21565,5.81637,2.85487,6.21196,2.24236,3.81973,5.81066,0.88422,4.03839,5.0983,8.80408,2.79156,8.15928,6.03605,4.49606,8.01951,5.88483,2.23483,5.27725,4.14752,3.75252,0.64793,0.74879,5.96237,4.53499,1.64735,2.45102,6.79971,4.26363,2.114,10.0657,6.53372,7.67259,5.62258,3.58826,5.89801,4.71539,3.97845,5.10758,2.12899,3.72233,4.31803,2.08785,3.21842,5.05561,4.30552,8.1095,6.06348,3.90517,1.45101,1.72571,4.21377,5.00235,5.89017,1.07477,5.92552,8.1404,2.42964,1.40143,2.32854,9.06333,4.0197,4.26866,3.16745,5.80208,3.97059,3.99752,10.51985,1.24892,5.2631,5.47041,3.51821,5.61688,1.96665,1.62072,7.31064,2.55227,4.80429,7.32182,3.63123,7.0234,5.89963,3.51356,6.35096,NA
6.6887,5.12348,7.50118,3.27009,1.34305,3.75608,1.78357,3.9641,5.55192,3.00571,6.30178,3.20278,4.70946,6.27284,1.56634,2.81772,6.17708,8.56628,3.98257,8.79894,6.49918,4.78412,8.1425,7.48404,2.78728,5.64935,4.53677,4.06084,0.4054,1.28353,3.88969,5.73589,1.32534,3.27183,7.0068,3.47588,2.76398,10.13835,7.04047,7.06489,5.92847,4.27914,6.50403,4.81618,4.46434,5.73765,3.00045,2.77423,4.79811,2.45978,2.7768,5.32716,5.33072,8.72023,6.82862,3.9862,3.29364,2.58172,3.7427,4.7322,5.88156,0.96014,5.88886,8.29539,2.87025,1.17394,3.19791,9.32312,4.47649,4.38781,3.31265,7.61461,4.72465,4.31771,8.80673,1.64394,6.56545,5.42821,3.82427,5.68851,3.13704,1.51368,7.19527,2.25846,5.10889,7.123,4.56786,6.3151,7.60352,4.00525,7.84488,0.20804
6.27176,5.98728,7.03256,2.2463,1.48948,2.02152,2.83962,3.09703,6.33413,2.92016,6.26462,1.50995,2.48097,5.75003,0.91165,3.48944,3.93363,8.86753,3.07149,8.18888,3.90711,4.66243,7.73574,6.23403,3.09629,5.03932,3.83575,4.28832,0.55297,0.54835,4.17828,4.49288,1.38275,3.86799,6.67531,2.93489,2.56514,10.65575,5.69916,7.68628,7.36866,3.75445,5.48585,4.31831,4.20115,4.60842,2.20323,2.81468,3.87276,2.09617,3.45703,5.494,4.8,8.78247,6.62935,3.96706,1.58318,2.25367,3.43304,4.79324,6.06873,1.30752,6.45052,7.98233,2.73439,1.40781,1.93282,8.89419,3.82236,4.49705,3.54448,5.96737,4.23295,4.0642,9.08348,0.75013,5.47899,4.3134,2.81389,6.00147,1.69086,2.95589,6.86544,2.40411,5.22941,8.20423,3.39971,6.88858,4.43277,4.04421,5.87386,NA
6.39687,2.18095,5.00185,NA,1.77105,2.34926,0.68106,0.92914,4.9676,1.66506,3.14162,5.69299,2.7308500000000002,4.66202,0.71358,3.02182,0.14026,7.77513,1.49452,0.1221,NA,4.95376,NA,5.44809,2.76824,7.52529,4.26926,2.84407,NA,NA,4.48151,0.15559,NA,8.95047,4.76467,2.84757,3.17775,8.56257,5.82812,1.21492,5.26957,3.83105,4.9312,4.21366,4.70086,1.92178,3.33966,2.53318,3.42285,1.64151,0.80298,5.9388,3.88567,8.16389,5.65675,3.05587,1.80835,0.7146,3.05177,5.03249,5.22688,0.95624,3.17664,6.14411,1.87311,0.78653,4.82688,8.56988,4.09931,3.50242,NA,10.18711,4.1436,0.90263,9.38156,0.13304,5.95775,1.47436,0.8111,5.05365,3.2933500000000002,1.38443,6.11085,2.55456,8.81036,7.82958,0.47119,7.3524,6.10183,4.89845,1.34534,NA
